property_type,society,sector,price_in_cr,price_per_sqft,bedroom,bathroom,balcony,facing,agepossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,Signature Global Solera,Sector 107,0.5,7751,3,2,2,north-east,Relatively New,712,0,0,0,0,1,Semi-furnished,Average,Mid-rise
flat,Emaar MGF The Palm Drive,Sector 66,3.45,15681,3,4,3,east,Relatively New,2000,0,1,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 2,4.95,20370,6,2,2,west,Relatively New,2435,0,1,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 31,3.25,22429,4,4,3,east,Moderately Old,1452,1,1,1,1,0,Un-furnished,Low,Low-rise
flat,Sunischit Apartments,Sector 54,1.75,7954,3,4,3+,east,Moderately Old,1900,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,Krisumi Waterfall Residences,Sector 36A,2.3,15551,2,2,2,north-east,Relatively New,1479,0,0,0,0,0,Semi-furnished,Medium,Skyscraper
house,Signature Global City,Sector 81,0.75,6849,3,2,3,east,Relatively New,1095,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Shapoorji Pallonji Joyville,Sector 102,2.03,12000,3,3,2,north-east,New Property,1333,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Vatika,Sector 83,0.95,6574,2,2,3,south,Relatively New,1300,0,0,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 25,8.0,8000,3,5,1,east,New Property,11038,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 1,4.75,10556,6,2,1,east,Moderately Old,4500,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,DLF Royalton Tower,Sector 43,6.2,20687,4,4,3+,north-east,Moderately Old,2712,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,The Close North,Sector 50,2.92,11209,3,3,3,north,Moderately Old,2600,0,1,0,0,0,Un-furnished,High,High-rise
house,Independent,Sector 26,19.0,42229,6,3,1,east,Moderately Old,4509,1,1,1,1,0,Un-furnished,Medium,Low-rise
house,Independent,Sector 47,0.99,17187,4,1,3,east,Relatively New,576,0,0,0,0,0,Semi-furnished,Low,Mid-rise
house,DLF New Town Heights,Sector 91,2.5,7058,4,4,1,east,Moderately Old,3400,1,1,1,1,0,Un-furnished,Medium,Low-rise
flat,Ambience Creacions,Sector 22,3.99,12912,3,2,3+,north-east,New Property,2796,0,1,0,0,0,Furnished,Medium,Low-rise
flat,Ansal Height Height Heights,Sector 86,0.78,5735,2,2,2,north,New Property,1360,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 4,0.48,3519,3,4,3,east,Moderately Old,1350,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,2.03,7230,4,4,3+,north-east,Relatively New,2225,0,0,0,0,1,Semi-furnished,Average,Low-rise
house,Independent,Sector 12,3.5,15054,2,3,3+,south-east,Relatively New,4800,1,1,0,1,0,Furnished,Medium,Low-rise
flat,Vipul Belmonte,Sector 53,6.5,21922,3,4,3+,north-east,Old,2683,1,0,0,0,1,Semi-furnished,Medium,Basement/Ground Floor
flat,Corona Optus,Sector 37C,1.27,7231,3,3,3,south,Relatively New,1595,0,0,0,0,1,Semi-furnished,Average,Low-rise
flat,SBTL Caladium,Sector 109,1.63,6404,3,3,2,north-west,Relatively New,2303,0,1,0,0,0,Semi-furnished,High,Mid-rise
flat,Experion The Heartsong,Sector 108,0.87,11845,2,3,3,south-west,Relatively New,734,0,1,0,0,0,Un-furnished,Medium,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,1.1,9565,2,2,3,west,Relatively New,1600,0,0,0,1,0,Semi-furnished,High,High-rise
house,Ireo Victory Valley,Sector 67,8.0,22222,6,3,1,north-east,Moderately Old,3607,1,1,1,1,0,Un-furnished,High,Low-rise
flat,Vatika Boulevard Residences And Heights,Sector 83,1.42,8000,3,3,2,west,Relatively New,1959,0,0,0,0,0,Un-furnished,Medium,Low-rise
flat,Tata Primanti,Sector 72,4.25,13076,4,4,3+,north,Relatively New,2941,0,1,0,0,0,Un-furnished,High,Basement/Ground Floor
flat,DLF Regal Gardens,Sector 90,1.15,6325,3,3,3+,north-west,Relatively New,1645,0,0,0,1,0,Un-furnished,Medium,High-rise
flat,DLF The Ultima,Sector 81,2.21,10365,3,3,3+,south,Relatively New,1875,0,1,0,0,0,Furnished,Medium,Low-rise
flat,Puri Diplomatic Greens,Sector 111,2.58,11727,3,4,2,east,Relatively New,1991,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Signature Global Solera,Sector 107,0.35,6398,2,2,2,south,Relatively New,547,0,0,0,0,0,Semi-furnished,Average,Mid-rise
flat,SS Residency Residency The Coralwood,Sector 84,1.05,6774,3,3,3,north-east,Relatively New,1610,0,0,0,0,1,Semi-furnished,Medium,Mid-rise
house,Independent,Sector 12,0.9,13333,4,4,1,east,Old,675,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 43,1.9,3923,3,3,1,east,Old,4843,0,0,0,0,0,Furnished,Low,Low-rise
flat,DLF Park Place,Sector 54,5.75,24689,3,4,3,north-east,Relatively New,1900,0,1,0,0,0,Furnished,High,High-rise
flat,Central Park Flower Valley Aqua Front Towers,Sector 33,2.0,11179,3,3,3+,north-east,New Property,1619,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Mapsko Paradise,Sector 83,0.95,6300,3,3,3,north-east,Moderately Old,1479,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Suncity Vatsal Valley,Gwal Pahari,1.28,9552,3,3,3,north,Relatively New,1479,0,0,0,0,0,Un-furnished,Average,Low-rise
flat,Experion The Heartsong,Sector 108,0.93,6079,2,3,3,east,Relatively New,1161,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 7,0.27,12000,2,2,3,north-east,Moderately Old,225,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,The Close South,Sector 50,3.25,12810,3,1,3+,south-east,Old,2800,0,1,0,0,0,Un-furnished,Medium,Mid-rise
flat,M Woodshire,Sector 107,1.32,6330,3,3,3,east,Relatively New,1758,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 55,1.64,10123,3,1,3,south,New Property,1623,1,1,0,0,0,Un-furnished,Average,Mid-rise
flat,M Capital,Sector 113,2.87,12489,4,4,3+,north-east,Under Construction,2536,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,Conscient Heritage Max,Sector 102,1.82,9011,3,4,3+,north-east,Relatively New,1757,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Mapsko Mount Ville,Sector 79,1.25,8389,3,3,3,south,Relatively New,1058,1,0,0,0,0,Un-furnished,Medium,High-rise
flat,Breez Global Heights,Sohna Road,0.25,7002,1,1,1,north-east,Relatively New,357,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,DLF New Town Heights,Sector 91,2.0,6967,4,4,3+,east,Moderately Old,2468,1,1,0,1,0,Semi-furnished,Medium,High-rise
flat,Vatika The Seven Lamps,Sector 82,1.0,5923,2,2,2,south,Relatively New,1299,1,0,0,0,0,Un-furnished,Medium,High-rise
flat,Shapoorji Pallonji Joyville,Sector 102,1.05,11475,2,2,2,north-east,New Property,1010,0,0,0,0,0,Semi-furnished,Average,Basement/Ground Floor
flat,Vatika City,Sector 49,2.64,11725,3,4,3+,east,Moderately Old,1751,0,1,0,1,0,Un-furnished,Medium,Low-rise
flat,SS Residency Residency The Leaf,Sector 83,1.19,7225,2,2,3,south-east,Relatively New,1630,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Birla Navya,Sector 63A,3.85,15437,3,1,2,east,New Property,2753,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,ROF Ananda,Sector 95,0.2,5463,1,1,1,west,Relatively New,366,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Independent,Sector 40,9.5,40117,3,1,2,east,New Property,2372,0,0,1,0,0,Un-furnished,Average,Mid-rise
flat,GLS Avenue,Sector 92,0.5,7812,3,3,1,north-east,Relatively New,640,0,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,Emaar MGF Emerald Floors Premier,Sector 65,2.5,15151,3,3,3,south-west,Relatively New,1493,1,1,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 3,0.85,8500,1,1,3,east,Moderately Old,1000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Ambience Creacions,Sector 22,4.1,28101,3,3,3+,north-east,New Property,2064,0,0,0,0,0,Furnished,Medium,Low-rise
flat,SS Residency Residency Almeria,Sector 84,1.48,7400,3,3,2,south-west,New Property,1619,0,1,1,0,0,Un-furnished,Medium,Low-rise
flat,Godrej Habitat,Sector 3,1.2,8310,2,2,3,north-east,New Property,1307,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Brisk Lumbini Terrace Homes,Sector 109,1.5,6616,3,1,1,north,New Property,2502,0,1,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 50,11.58,35741,5,2,1,east,Moderately Old,3247,0,1,0,0,0,Semi-furnished,Low,Low-rise
flat,Bestech Altura,Sector 79,1.85,8604,3,3,3,north-east,New Property,1650,0,1,0,0,0,Semi-furnished,Average,Mid-rise
house,Eros Rosewood City,Sector 49,4.05,20769,3,3,3,east,Moderately Old,2000,0,1,1,0,0,Semi-furnished,Average,Low-rise
house,Independent,Sector 43,2.15,13030,1,1,3,east,Moderately Old,1650,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 25,16.0,26687,6,2,1,east,Relatively New,6000,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,La Vida By Tata Housing,Sector 113,1.38,12000,2,2,3,south-west,New Property,1350,1,0,0,0,0,Semi-furnished,High,Mid-rise
flat,Tata Primanti,Sector 72,4.0,13769,4,2,3+,north-east,Relatively New,2800,0,1,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 7,0.66,12000,3,1,1,east,Relatively New,550,0,0,0,0,1,Semi-furnished,Low,Low-rise
flat,DLF Regal Gardens,Sector 90,1.21,6926,3,3,3+,west,Relatively New,1581,0,0,0,0,1,Semi-furnished,Medium,Skyscraper
flat,BPTP Pedestal,Sector 70A,1.9,9500,4,3,3,east,New Property,2097,0,0,1,0,0,Semi-furnished,Medium,Low-rise
flat,M Golfestate,Sector 65,6.1,18138,3,3,3,north-east,Moderately Old,3017,1,1,0,0,0,Un-furnished,High,High-rise
flat,BPTP Park Generations,Sector 37D,1.5,9868,3,2,3+,north-east,Relatively New,1376,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Godrej Nature Plus,Sector 33,1.35,8670,3,2,3+,north-east,New Property,1409,0,0,0,0,0,Semi-furnished,Average,High-rise
flat,Corona Gracieux,Sector 76,1.08,5510,3,3,3,north-east,New Property,1774,0,1,0,0,0,Semi-furnished,Medium,Low-rise
flat,GLS Avenue,Sector 92,0.42,6562,3,3,1,north-east,Relatively New,706,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,CHD Avenue,Sector 71,0.95,7929,2,2,2,south,Moderately Old,1084,0,0,0,0,0,Un-furnished,Medium,Mid-rise
flat,Microtek Greenburg,Sector 86,1.23,8310,2,2,3,south,Relatively New,1339,1,0,0,0,0,Semi-furnished,Low,High-rise
flat,Ambience Creacions,Sector 22,3.2,11500,3,4,3+,north-east,New Property,2517,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Signature Global Park,Sohna Road,0.54,6331,2,2,2,west,Relatively New,933,0,0,0,1,0,Semi-furnished,High,Mid-rise
flat,Orris Aster Court,Sector 85,0.93,5671,3,3,3,north-east,Relatively New,1587,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Experion The Heartsong,Sector 108,1.68,8387,3,1,3+,east,Relatively New,986,1,1,0,0,0,Un-furnished,Medium,Mid-rise
house,Independent,Sector 105,0.6,13333,3,3,1,east,Moderately Old,450,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Luxury DLF City Floors,Sector 26,8.25,45895,3,1,3,north,New Property,1804,0,1,0,0,0,Un-furnished,Medium,Mid-rise
house,Vipul Tatvam Villa,Sector 48,6.4,24671,3,4,2,north,Relatively New,2568,1,1,1,0,0,Un-furnished,Medium,Low-rise
flat,DLF Belvedere Towers,Sector 25,3.4,13765,4,4,3,south-east,Old,2726,0,1,0,0,0,Semi-furnished,Low,Low-rise
flat,DLF The Primus,Sector 82A,1.59,10338,3,3,3+,north-east,Relatively New,1663,0,0,0,0,1,Furnished,High,Mid-rise
flat,Indiabulls Centrum Park,Sector 103,1.9,5681,3,4,3+,north-east,Relatively New,3691,1,1,0,1,1,Un-furnished,Average,High-rise
flat,Godrej Oasis,Sector 88A,2.65,16747,3,3,3+,north-east,New Property,1582,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Silverglades The Melia,Sohna Road,0.78,5777,2,2,3,north-east,Relatively New,1222,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Tarc Maceo,Sector 91,0.89,6339,2,2,3+,east,Relatively New,1298,0,0,0,0,1,Un-furnished,Low,Mid-rise
flat,Emaar MGF Palm Hills,Sector 77,1.64,8410,4,3,3,south,Relatively New,1765,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Ganga Apartment,Shanti Nagar,0.74,6040,3,3,2,north-east,Relatively New,1352,0,0,0,0,0,Semi-furnished,Medium,Basement/Ground Floor
flat,Ireo The Grand Arch,Sector 58,4.85,16934,4,2,3,north-west,Relatively New,3161,1,1,0,1,1,Un-furnished,Average,Skyscraper
flat,CHD Avenue,Sector 71,0.79,6594,2,2,2,south-east,Relatively New,1084,0,0,0,0,1,Semi-furnished,Low,Mid-rise
flat,M Merlin,Sector 67,3.4,14418,3,4,3,north,Relatively New,2134,0,1,0,0,0,Un-furnished,High,High-rise
flat,Mapsko Mount Ville,Sector 79,1.4,9395,3,3,3,north,New Property,1645,0,0,0,0,0,Un-furnished,Medium,Low-rise
house,Eldeco Mansionz,Sector 48,6.0,22222,4,4,2,east,Moderately Old,2706,0,1,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Farukhnagar,2.3,2826,6,3,1,east,Old,906,0,0,0,0,1,Semi-furnished,Average,Basement/Ground Floor
flat,Parsvnath Exotica,Sector 53,4.8,16580,3,4,3+,north-east,Relatively New,2500,0,1,0,1,1,Un-furnished,High,Mid-rise
flat,ROF Ananda,Sector 95,0.46,6318,2,2,2,north-west,New Property,804,1,0,0,0,0,Semi-furnished,Medium,High-rise
flat,Smart World Orchard,Sector 61,1.5,12500,2,2,2,north,New Property,1325,1,0,0,0,0,Semi-furnished,Average,Low-rise
flat,Shree Vardhman Victoria,Sector 70,1.64,8410,3,2,3,north-east,Relatively New,1523,0,1,0,0,0,Semi-furnished,Medium,Mid-rise
house,Independent,Sohna Road,0.5,5555,2,1,1,east,Moderately Old,900,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 45,8.5,26235,5,4,1,north-east,Moderately Old,3247,0,1,0,1,0,Un-furnished,Average,Low-rise
flat,Signature Global Rosellia,Sector 95,0.45,8754,2,2,2,north-east,New Property,514,0,0,0,0,0,Semi-furnished,Low,High-rise
house,Independent,Sohna Road,6.25,6944,3,3,1,east,Moderately Old,9018,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Unitech Nirvana Birch Court,Sector 50,6.8,31430,4,4,3,south-east,Old,2164,1,1,0,1,0,Semi-furnished,Medium,Low-rise
flat,Ireo The Corridors,Sector 67A,1.85,9531,3,1,3,east,New Property,1941,1,0,1,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 12,0.7,4117,4,4,3,east,Moderately Old,1700,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 57,3.5,21605,4,4,3,south,Old,1623,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,Godrej Aria,Sector 79,1.1,7772,2,2,3+,north-east,New Property,1223,0,0,0,0,0,Un-furnished,Average,Mid-rise
flat,DLF The Arbour,Sector 63,7.52,19000,4,4,3,west,New Property,3956,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,SS Residency Residency The Leaf,Sector 85,1.17,6720,2,3,3,south-east,Relatively New,1550,0,0,0,0,1,Semi-furnished,Average,High-rise
flat,M Skywalk,Sector 74,2.25,13636,3,3,2,south,Relatively New,1938,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,Hero Homes,Sector 104,1.2,17548,2,2,2,north-east,New Property,875,0,0,0,0,0,Semi-furnished,Low,Skyscraper
flat,Paras Dews,Sector 106,0.88,6353,2,2,3+,south-east,Relatively New,1120,0,0,0,0,0,Semi-furnished,Average,Low-rise
flat,M Woodshire,Sector 107,0.88,6442,2,2,3+,east,Relatively New,1236,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Birla Navya,Sector 63A,3.3,15348,3,1,3,west,New Property,1635,0,1,0,0,0,Semi-furnished,Average,Mid-rise
flat,M Woodshire,Sector 107,0.8,5856,2,2,3+,north-east,Relatively New,1236,0,0,0,0,0,Un-furnished,High,Mid-rise
house,Independent,Sector 57,3.3,19097,4,4,3,south-east,Moderately Old,1732,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,Signature Global Solera,Sector 107,0.36,6581,2,2,2,south-east,Relatively New,547,0,0,0,0,0,Semi-furnished,Average,Mid-rise
house,Independent,Sector 110,0.34,6800,1,1,1,east,Relatively New,500,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Puri Emerald Bay,Sector 104,2.25,10465,3,1,3+,north,Relatively New,2295,0,1,0,0,0,Un-furnished,High,Mid-rise
flat,Signature Global Solera,Sector 107,0.4,6644,2,2,1,north-east,Relatively New,602,0,0,0,0,0,Un-furnished,Average,Mid-rise
house,Vipul Tatvam Villa,Sector 48,7.25,22678,4,4,1,east,Relatively New,3197,1,1,1,1,0,Un-furnished,Medium,Low-rise
flat,M Heights,Sector 65,1.9,13991,2,2,2,north-east,Relatively New,1358,0,0,0,0,0,Semi-furnished,Low,Skyscraper
flat,Tulip Violet,Sector 69,3.1,9822,4,2,3+,north,Relatively New,2808,0,1,0,1,0,Semi-furnished,High,High-rise
flat,Unitech Uniworld Gardens,Sector 47,2.4,11505,3,4,3+,east,Moderately Old,1910,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Unitech The Residences,Sector 33,1.1,9909,2,2,3,east,Moderately Old,1100,0,0,0,0,0,Un-furnished,Average,Mid-rise
house,Independent,Sector 26,13.5,29862,5,2,1,north-east,Relatively New,4527,1,1,0,1,1,Furnished,Average,Low-rise
flat,GLS Arawali Homes,Sohna Road,0.35,7000,2,2,2,north-east,Relatively New,500,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Independent,Gwal Pahari,7.0,11000,4,4,3+,south-west,Relatively New,5430,0,1,0,0,0,Semi-furnished,Average,Mid-rise
house,Ansal Height Heights Palam Vihar,Sector 2,2.68,17213,4,3,3,east,Moderately Old,1560,0,0,1,0,0,Un-furnished,Medium,Low-rise
house,Independent,Sector 7,0.45,5000,3,2,1,north-west,Old,900,0,0,0,0,1,Semi-furnished,Low,Low-rise
house,Independent,Sector 25,6.5,36160,4,3,3,east,Moderately Old,1804,1,0,0,1,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 12,2.75,12343,6,2,3,east,Old,2228,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 9,1.25,8735,3,2,3,east,Old,1434,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Nagata Group Housing Society,Sector 1,0.85,3695,3,1,3+,north,Relatively New,2081,0,1,0,0,0,Semi-furnished,Low,Mid-rise
flat,ATS Triumph,Sector 104,1.8,7860,3,4,3,north-east,New Property,2528,0,0,0,0,0,Semi-furnished,Medium,High-rise
house,Uppal Southend,Sector 49,3.75,25617,2,2,3,east,Moderately Old,1470,1,0,0,0,0,Un-furnished,Low,Low-rise
flat,Krisumi Waterfall Residences,Sector 36A,4.1,15500,3,4,3,north-east,New Property,2801,1,0,0,0,0,Furnished,Average,Skyscraper
flat,Vidya Apartment,Sector 3,0.22,4210,2,2,1,north-west,Relatively New,523,0,0,0,0,1,Furnished,Average,Low-rise
house,Independent,Sector 105,1.15,3285,3,2,1,east,Moderately Old,3863,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Ansal Height Heights Florence Villa,Sector 57,3.65,10579,6,2,1,north-west,Moderately Old,3450,1,1,1,1,0,Furnished,High,Low-rise
flat,Signature Global City  Ph,Sector 37D,1.35,9375,3,3,3+,north-east,New Property,1589,0,0,0,1,0,Semi-furnished,Average,Low-rise
flat,Ramprastha Skyz,Sector 37D,1.1,6376,3,3,3+,east,New Property,1561,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,Central Park Flower Valley,Sector 33,1.35,10384,3,2,2,west,New Property,1435,0,0,0,0,0,Semi-furnished,Medium,Low-rise
house,Independent,Sector 7,1.2,11194,5,4,3,east,Old,1072,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Tarc Maceo,Sector 91,0.96,5413,2,2,3+,east,Moderately Old,1271,0,0,0,0,0,Semi-furnished,Medium,Mid-rise
flat,M Skywalk,Sector 74,1.4,9831,2,2,2,north-east,New Property,1289,0,0,0,0,0,Un-furnished,High,High-rise
flat,Eros Wembley Estate,Sector 50,1.4,10174,3,3,2,east,Relatively New,1245,0,0,1,0,0,Un-furnished,Medium,Mid-rise
flat,Godrej Oasis,Sector 88A,1.45,8082,3,3,3,north-east,Relatively New,1980,0,0,0,0,0,Semi-furnished,Average,High-rise
house,Independent,Sector 31,3.5,24155,4,3,3,south-west,Moderately Old,1452,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,M Merlin,Sector 67,3.5,14583,3,4,3,south-east,Relatively New,2217,0,1,1,0,0,Un-furnished,High,High-rise
flat,Ireo The Corridors,Sector 67A,2.0,11428,3,3,3,north-east,New Property,1584,1,0,0,0,0,Semi-furnished,Average,High-rise
flat,DLF Regency Park,Sector 28,2.26,13696,3,3,2,east,Old,1700,0,1,0,0,0,Semi-furnished,High,High-rise
flat,Emaar MGF The Palm Drive,Sector 66,3.5,15901,3,1,2,south,Relatively New,2200,1,0,0,0,0,Semi-furnished,Medium,Mid-rise
house,Sushant Lok  Builder Floors,Sector 43,2.45,7756,4,4,1,west,Moderately Old,3159,1,1,0,1,1,Furnished,Medium,Low-rise
flat,Eldeco Accolade,Sohna Road,0.78,6170,2,2,2,north-east,Relatively New,1144,0,0,0,0,0,Semi-furnished,Medium,Low-rise
flat,Sarahah Tower,Sector 12,0.6,8333,2,2,1,north-east,New Property,795,0,0,0,1,0,Furnished,Low,Basement/Ground Floor
flat,M Golfestate,Sector 65,5.0,18518,3,3,3+,north-east,Relatively New,2800,0,1,0,1,0,Un-furnished,High,Skyscraper
flat,Bestech Spa Signature,Sector 81,4.45,10595,4,4,3+,south-west,Relatively New,3850,1,1,0,1,1,Un-furnished,Average,Mid-rise
flat,Bestech Park View Sanskruti,Sector 92,1.6,7547,3,3,3,east,Relatively New,1759,0,1,0,0,0,Un-furnished,Medium,High-rise
flat,Experion Windchants,Sector 112,3.75,13383,3,2,3+,south-west,Relatively New,2536,0,1,0,0,0,Un-furnished,Average,Skyscraper
flat,Sare Homes,New Gurgaon,0.85,4786,4,4,3,north-east,Moderately Old,1607,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Independent,Sector 8,0.45,9000,1,1,1,east,Moderately Old,500,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,SS Residency Residency Residency,Sector 12,0.53,4818,3,3,2,north-east,Relatively New,995,0,0,0,0,0,Un-furnished,Low,Low-rise
flat,Lavanya Apartments,Sector 81,0.9,5056,3,3,0,north-east,Relatively New,1780,0,0,0,0,0,Semi-furnished,Low,Mid-rise
flat,Shree Vardhman Victoria,Sector 70,1.64,8384,3,2,3,north,Relatively New,1523,0,1,0,0,0,Semi-furnished,Average,Low-rise
flat,Tulip Violet,Sector 69,1.75,9459,3,4,2,east,Relatively New,2042,0,0,0,0,0,Un-furnished,High,Basement/Ground Floor
flat,ATS Tourmaline,Sector 109,2.25,8704,3,4,3,north-east,Relatively New,2339,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,DLF New Town Heights,Sector 91,1.65,6345,4,4,3+,west,Moderately Old,2139,0,1,0,0,0,Semi-furnished,Medium,High-rise
flat,Shree Balaji Appartment,Sector 33,0.4,5000,2,2,2,north-east,Relatively New,724,0,0,0,0,0,Furnished,Low,Low-rise
house,Independent,Sector 9,1.1,5976,4,3,3,north-east,Old,1841,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,SS Residency Residency The Leaf,Sector 85,1.18,10727,2,2,3,north-east,Relatively New,1700,1,0,0,0,0,Un-furnished,High,Mid-rise
house,Palam Vihar Extension West Zone RWA,Sector 2,0.35,6481,2,2,1,north-east,New Property,540,0,0,0,0,0,Semi-furnished,Low,Low-rise
house,Ardee City,Sector 52,2.25,16071,3,1,3,south-east,New Property,1800,0,1,0,0,0,Un-furnished,Low,Mid-rise
house,Independent,Sector 2,0.7,7777,1,1,1,east,Moderately Old,900,0,0,0,0,0,Semi-furnished,Low,Low-rise
flat,Bestech Park View Residency,Sector 2,0.98,6932,2,2,3,east,Moderately Old,1281,0,0,0,0,0,Semi-furnished,Medium,High-rise
flat,The Lions Cghs,Sector 56,2.05,9534,4,4,3,west,Relatively New,2000,0,1,0,0,1,Un-furnished,Average,Mid-rise
flat,AIPL The Peaceful Homes,Sector 70A,2.3,10697,3,3,3,north-east,Relatively New,1946,0,0,1,0,0,Un-furnished,Medium,Low-rise
flat,Bestech Park View Ananda,Sector 81,1.1,6686,3,2,3+,east,Relatively New,1315,0,0,0,0,0,Semi-furnished,High,Mid-rise
house,Independent,Sector 7,1.0,8602,2,2,3,east,Old,1163,1,0,0,0,0,Semi-furnished,Low,Basement/Ground Floor
flat,M Woodshire,Sector 107,0.98,6421,2,2,3,west,Relatively New,1277,1,0,0,0,0,Un-furnished,High,Mid-rise
